date,month,day,year,station,site,bay,species,cpue,,,,
7/16/2023,7,16,2023,NA,Eelgrass West,Cook,pink salmon,0,,,,
7/16/2023,7,16,2023,NA,Laminaria East,Cook,pink salmon,0,,,,
7/16/2023,7,16,2023,NA,Laminaria North,Cook,pink salmon,0,,,,
7/16/2023,7,16,2023,NA,Laminaria South,Cook,pink salmon,0,,,,
7/16/2023,7,16,2023,NA,Middle Cove,Cook,pink salmon,0,,,,
8/19/2023,8,19,2023,NA,Bare North,Cook,pink salmon,0,,,,
8/19/2023,8,19,2023,NA,Eelgrass North,Cook,pink salmon,0,,,,
8/19/2023,8,19,2023,NA,Eelgrass South,Cook,pink salmon,0,,,,
8/19/2023,8,19,2023,NA,Eelgrass West,Cook,pink salmon,0,,,,
8/19/2023,8,19,2023,NA,Laminaria East,Cook,pink salmon,0,,,, 
8/19/2023,8,19,2023,NA,Laminaria North,Cook,pink salmon,3,,,,
8/19/2023,8,19,2023,NA,Laminaria South,Cook,pink salmon,0,,,,
8/19/2023,8,19,2023,NA,Middle Cove,Cook,pink salmon,0,,,,
8/20/2023,8,20,2023,NA,Bare North,Cook,pink salmon,0,,,,
8/20/2023,8,20,2023,NA,Eelgrass North,Cook,pink salmon,0,,,,
8/20/2023,8,20,2023,NA,Eelgrass South,Cook,pink salmon,0,,,,
8/20/2023,8,20,2023,NA,Eelgrass West,Cook,pink salmon,0,,,,
8/20/2023,8,20,2023,NA,Laminaria East,Cook,pink salmon,1,,,,
8/20/2023,8,20,2023,NA,Laminaria North,Cook,pink salmon,0,,,,
8/20/2023,8,20,2023,NA,Laminaria South,Cook,pink salmon,0,,,,
8/20/2023,8,20,2023,NA,Middle Cove,Cook,pink salmon,0,,,,
6/6/2024,6,6,2024,541,Lam South,Cook,pink salmon,0,,,,
6/6/2024,6,6,2024,542,EG South,Cook,pink salmon,1,,,,
6/6/2024,6,6,2024,543,Lam East,Cook,pink salmon,12,,,,
6/6/2024,6,6,2024,544,EG West,Cook,pink salmon,45,,,,
6/6/2024,6,6,2024,545,Lam North,Cook,pink salmon,1,,,,
6/6/2024,6,6,2024,546,EG North,Cook,pink salmon,1,,,,
7/18/2024,7,18,2024,NA,Eelgrass South,Cook,pink salmon,0,,,,
7/18/2024,7,18,2024,NA,Laminaria South,Cook,pink salmon,0,,,,
7/18/2024,7,18,2024,NA,Laminaria East,Cook,pink salmon,0,,,,
7/18/2024,7,18,2024,NA,Eelgrass West,Cook,pink salmon,0,,,,
7/18/2024,7,18,2024,NA,Laminaria North,Cook,pink salmon,0,,,,
7/18/2024,7,18,2024,NA,Eelgrass North,Cook,pink salmon,0,,,,
7/18/2024,7,18,2024,NA,Bare North,Cook,pink salmon,0,,,,
7/18/2024,7,18,2024,NA,Middle cove,Cook,pink salmon,0,,,,
7/19/2024,7,19,2024,NA,Eelgrass South,Cook,pink salmon,0,,,,
7/19/2024,7,19,2024,NA,Laminaria South,Cook,pink salmon,0,,,,
7/19/2024,7,19,2024,NA,Laminaria East,Cook,pink salmon,1,,,,
7/19/2024,7,19,2024,NA,Eelgrass West,Cook,pink salmon,0,,,,
7/19/2024,7,19,2024,NA,Laminaria North,Cook,pink salmon,0,,,,
7/19/2024,7,19,2024,NA,Eelgrass North,Cook,pink salmon,0,,,,
7/19/2024,7,19,2024,NA,Bare North,Cook,pink salmon,0,,,,
7/19/2024,7,19,2024,NA,Middle cove,Cook,pink salmon,0,,,,
8/20/2024,8,20,2024,NA,Eelgrass South,Cook,pink salmon,0,,,,
8/20/2024,8,20,2024,NA,Laminaria South,Cook,pink salmon,0,,,,
8/20/2024,8,20,2024,NA,Laminaria East,Cook,pink salmon,0,,,,
8/20/2024,8,20,2024,NA,Eelgrass West,Cook,pink salmon,0,,,,
8/20/2024,8,20,2024,NA,Eelgrass North,Cook,pink salmon,0,,,,
8/20/2024,8,20,2024,NA,Laminaria North,Cook,pink salmon,0,,,,
8/20/2024,8,20,2024,NA,Bare North,Cook,pink salmon,0,,,,
8/20/2024,8,20,2024,NA,Middle cove,Cook,pink salmon,0,,,,
8/21/2024,8,21,2024,NA,Eelgrass South,Cook,pink salmon,0,,,,
8/21/2024,8,21,2024,NA,Laminaria South,Cook,pink salmon,0,,,,
8/21/2024,8,21,2024,NA,Laminaria East,Cook,pink salmon,0,,,,
8/21/2024,8,21,2024,NA,Eelgrass West,Cook,pink salmon,0,,,,
8/21/2024,8,21,2024,NA,Eelgrass North,Cook,pink salmon,0,,,,
8/21/2024,8,21,2024,NA,Laminaria North,Cook,pink salmon,0,,,,
8/21/2024,8,21,2024,NA,Bare North,Cook,pink salmon,0,,,,
8/21/2024,8,21,2024,NA,Middle cove,Cook,pink salmon,0,,,,
7/29/2018,7,29,2018,60,Fal-1,Falmouth,pink salmon,0,,,,
7/29/2018,7,29,2018,61,Fal-2,Falmouth,pink salmon,0,,,,
7/29/2018,7,29,2018,62,Fal-3,Falmouth,pink salmon,0,,,,
7/30/2018,7,30,2018,63,Fal-4,Falmouth,pink salmon,1,,,,
7/30/2018,7,30,2018,64,Fal-5,Falmouth,pink salmon,0,,,,
7/23/2019,7,23,2019,160,Fal-1,Falmouth,pink salmon,0,,,,
7/23/2019,7,23,2019,161,Fal-2,Falmouth,pink salmon,0,,,,
7/23/2019,7,23,2019,162,Fal-3,Falmouth,pink salmon,0,,,,
7/23/2019,7,23,2019,163,Fal-4,Falmouth,pink salmon,0,,,,
7/23/2019,7,23,2019,164,Fal-5,Falmouth,pink salmon,0,,,,
7/19/2020,7,19,2020,234,Fal-1,Falmouth,pink salmon,9,,,,
7/19/2020,7,19,2020,235,Fal-5,Falmouth,pink salmon,0,,,,
7/19/2020,7,19,2020,236,Fal-3,Falmouth,pink salmon,0,,,,
7/19/2020,7,19,2020,237,Fal-4,Falmouth,pink salmon,0,,,,
7/19/2020,7,19,2020,238,Fal-2,Falmouth,pink salmon,0,,,,
7/17/2021,7,17,2021,310,Fal-2,Falmouth,pink salmon,0,,,,
7/17/2021,7,17,2021,311,Fal-3,Falmouth,pink salmon,0,,,,
7/17/2021,7,17,2021,312,Fal-4,Falmouth,pink salmon,0,,,,
7/17/2021,7,17,2021,313,Fal-5,Falmouth,pink salmon,0,,,,
7/17/2021,7,17,2021,314,Fal-1,Falmouth,pink salmon,0,,,,
7/14/2022,7,14,2022,406,Fal-5,Falmouth,pink salmon,0,,,,
7/14/2022,7,14,2022,407,Fal-1,Falmouth,pink salmon,0,,,,
7/14/2022,7,14,2022,408,Fal-2,Falmouth,pink salmon,0,,,,
7/14/2022,7,14,2022,409,Fal-3,Falmouth,pink salmon,0,,,,
7/14/2022,7,14,2022,410,Fal-4,Falmouth,pink salmon,0,,,,
7/19/2023,7,1,2023,515,Fal-1,Falmouth,pink salmon,2,,,,
7/19/2023,7,1,2023,516,Fal-5,Falmouth,pink salmon,0,,,,
7/19/2023,7,1,2023,517,Fal-3,Falmouth,pink salmon,1,,,,
7/19/2023,7,1,2023,518,Fal-4,Falmouth,pink salmon,0,,,,
7/19/2023,7,1,2023,519,Fal-2,Falmouth,pink salmon,0,,,,
7/20/2024,7,20,2024,576,Fal-1,Falmouth,pink salmon,28,,,,
7/20/2024,7,20,2024,577,Fal-5,Falmouth,pink salmon,0,,,,
7/20/2024,7,20,2024,578,Fal-3,Falmouth,pink salmon,0,,,,
7/20/2024,7,20,2024,579,Fal-4,Falmouth,pink salmon,0,,,,
7/20/2024,7,20,2024,580,Fal-2,Falmouth,pink salmon,0,,,,
7/20/2024,7,20,2024,581,Fal-2,Falmouth,pink salmon,0,,,,
7/24/2018,7,24,2018,52,Fox-1,Fox,pink salmon,0,,,,
7/24/2018,7,24,2018,53,Fox-2,Fox,pink salmon,0,,,,
7/24/2018,7,24,2018,54,Fox-3,Fox,pink salmon,0,,,,
7/24/2018,7,24,2018,55,Fox-4,Fox,pink salmon,2,,,,
7/24/2018,7,24,2018,56,Fox-5,Fox,pink salmon,2,,,,
8/7/2018,8,7,2018,77,Fox-4,Fox,pink salmon,0,,,,
8/7/2018,8,7,2018,78,Fox-5,Fox,pink salmon,0,,,,
8/7/2018,8,7,2018,79,Fox-1,Fox,pink salmon,0,,,,
8/7/2018,8,7,2018,80,Fox-2,Fox,pink salmon,0,,,,
8/7/2018,8,7,2018,81,Fox-3,Fox,pink salmon,0,,,,
7/14/2019,7,14,2019,147,Fox-5,Fox,pink salmon,81,,,,
7/14/2019,7,14,2019,148,Fox-1,Fox,pink salmon,0,,,,
7/14/2019,7,14,2019,149,Fox-2,Fox,pink salmon,0,,,,
7/14/2019,7,14,2019,150,Fox-3,Fox,pink salmon,0,,,,
7/14/2019,7,14,2019,151,Fox-4,Fox,pink salmon,0,,,,
7/14/2020,7,14,2020,223,Fox-1,Fox,pink salmon,0,,,,
7/14/2020,7,14,2020,224,Fox-2,Fox,pink salmon,0,,,,
7/14/2020,7,14,2020,225,Fox-3,Fox,pink salmon,0,,,,
7/14/2020,7,14,2020,226,Fox-4,Fox,pink salmon,0,,,,
7/11/2021,7,11,2021,294,Fox-4,Fox,pink salmon,46,,,,
7/11/2021,7,11,2021,295,Fox-5,Fox,pink salmon,323,,,,
7/11/2021,7,11,2021,296,Fox-3,Fox,pink salmon,34,,,,
7/11/2021,7,11,2021,297,Fox-2,Fox,pink salmon,0,,,,
7/11/2021,7,11,2021,298,Fox-1,Fox,pink salmon,0,,,,
7/10/2022,7,10,2022,397,Fox-1,Fox,pink salmon,2,,,,
7/10/2022,7,10,2022,398,Fox-2,Fox,pink salmon,15,,,,
7/10/2022,7,10,2022,399,Fox-3,Fox,pink salmon,19,,,,
7/10/2022,7,10,2022,400,Fox-4,Fox,pink salmon,8,,,,
7/10/2022,7,10,2022,401,Fox-5,Fox,pink salmon,66,,,,
7/15/2023,7,1,2023,504,Fox-3,Fox,pink salmon,0,,,,
7/15/2023,7,1,2023,505,Fox-2,Fox,pink salmon,0,,,,
7/15/2023,7,1,2023,506,Fox-1,Fox,pink salmon,0,,,,
7/15/2023,7,1,2023,507,Fox-5,Fox,pink salmon,0,,,,
7/15/2023,7,1,2023,508,Fox-4,Fox,pink salmon,1,,,,
7/23/2024,7,23,2024,586,Fox-4,Fox,pink salmon,0,,,,
7/23/2024,7,23,2024,587,Fox-5,Fox,pink salmon,0,,,,
7/23/2024,7,23,2024,588,Fox-2,Fox,pink salmon,0,,,,
7/23/2024,7,23,2024,589,Fox-1,Fox,pink salmon,0,,,,
7/23/2024,7,23,2024,590,Fox-1,Fox,pink salmon,0,,,,
7/23/2024,7,23,2024,591,Fox-3,Fox,pink salmon,5,,,,
7/11/2018,7,11,2018,20,Jap-1,Japanese,pink salmon,0,,,,
7/11/2018,7,11,2018,21,Jap-2,Japanese,pink salmon,0,,,,
7/11/2018,7,11,2018,22,Jap-3,Japanese,pink salmon,0,,,,
7/11/2018,7,11,2018,23,Jap-4,Japanese,pink salmon,8,,,,
7/11/2018,7,11,2018,24,Jap-5,Japanese,pink salmon,8,,,,
7/11/2018,7,11,2018,25,Jap-6,Japanese,pink salmon,1,,,,
8/22/2018,8,22,2018,103,Jap-5,Japanese,pink salmon,0,,,,
8/22/2018,8,22,2018,104,Jap-4,Japanese,pink salmon,0,,,,
8/22/2018,8,22,2018,105,Jap-1,Japanese,pink salmon,0,,,,
8/22/2018,8,22,2018,106,Jap-6,Japanese,pink salmon,0,,,,
8/22/2018,8,22,2018,107,Jap-2,Japanese,pink salmon,0,,,,
8/22/2018,8,22,2018,108,Jap-3,Japanese,pink salmon,0,,,,
8/22/2018,8,22,2018,109,Jap-7,Japanese,pink salmon,0,,,,
8/6/2019,8,6,2019,177,Jap-7,Japanese,pink salmon,0,,,,
8/6/2019,8,6,2019,178,Jap-2,Japanese,pink salmon,0,,,,
8/6/2019,8,6,2019,179,Jap-3,Japanese,pink salmon,0,,,,
8/6/2019,8,6,2019,180,Jap-1,Japanese,pink salmon,0,,,,
8/6/2019,8,6,2019,181,Jap-6,Japanese,pink salmon,0,,,,
8/6/2019,8,6,2019,182,Jap-5,Japanese,pink salmon,0,,,,
8/6/2019,8,6,2019,183,Jap-4,Japanese,pink salmon,0,,,,
7/30/2020,7,30,2020,253,Jap-2,Japanese,pink salmon,0,,,,
7/30/2020,7,30,2020,254,Jap-3,Japanese,pink salmon,1,,,,
7/30/2020,7,30,2020,255,Jap-6,Japanese,pink salmon,0,,,,
7/30/2020,7,30,2020,256,Jap-1,Japanese,pink salmon,0,,,,
7/30/2020,7,30,2020,257,Jap-5,Japanese,pink salmon,5,,,,
7/30/2020,7,30,2020,258,Jap-4,Japanese,pink salmon,1,,,,
7/31/2021,7,31,2021,328,Jap-1,Japanese,pink salmon,0,,,,
7/31/2021,7,31,2021,329,Jap-6,Japanese,pink salmon,0,,,,
7/31/2021,7,31,2021,330,Jap-2,Japanese,pink salmon,0,,,,
7/31/2021,7,31,2021,331,Jap-7,Japanese,pink salmon,0,,,,
7/31/2021,7,31,2021,332,Jap-3,Japanese,pink salmon,0,,,,
7/31/2021,7,31,2021,333,Jap-5,Japanese,pink salmon,1,,,,
7/31/2021,7,31,2021,334,Jap-4,Japanese,pink salmon,0,,,,
7/28/2022,7,28,2022,422,Jap-1,Japanese,pink salmon,0,,,,
7/28/2022,7,28,2022,423,Jap-6,Japanese,pink salmon,0,,,,
7/28/2022,7,28,2022,424,Jap-2,Japanese,pink salmon,0,,,,
7/28/2022,7,28,2022,425,Jap-7,Japanese,pink salmon,0,,,,
7/28/2022,7,28,2022,426,Jap-3,Japanese,pink salmon,0,,,,
7/28/2022,7,28,2022,427,Jap-5,Japanese,pink salmon,0,,,,
7/28/2022,7,28,2022,428,Jap-4,Japanese,pink salmon,0,,,,
7/28/2022,7,28,2022,429,Jap-1,Japanese,pink salmon,0,,,,
7/30/2023,7,1,2023,526,Jap-6,Japanese,pink salmon,2,,,,
7/30/2023,7,1,2023,527,Jap-2,Japanese,pink salmon,0,,,,
7/30/2023,7,1,2023,528,Jap-3,Japanese,pink salmon,0,,,,
7/30/2023,7,1,2023,529,Jap-5,Japanese,pink salmon,0,,,,
7/30/2023,7,1,2023,530,Jap-4,Japanese,pink salmon,0,,,,
7/30/2023,7,1,2023,531,Jap-1,Japanese,pink salmon,0,,,,
7/30/2023,7,1,2023,532,Jap-7,Japanese,pink salmon,0,,,,
7/30/2024,7,30,2024,598,Jap-1,Japanese,pink salmon,0,,,,
7/30/2024,7,30,2024,599,Jap-4,Japanese,pink salmon,0,,,,
7/30/2024,7,30,2024,600,Jap-5,Japanese,pink salmon,0,,,,
7/31/2024,7,31,2024,601,Jap-3,Japanese,pink salmon,0,,,,
7/31/2024,7,31,2024,602,Jap-7,Japanese,pink salmon,1,,,,
7/31/2024,7,31,2024,603,Jap-2,Japanese,pink salmon,1,,,,
7/31/2024,7,31,2024,604,Jap-6,Japanese,pink salmon,12,,,,
7/9/2018,7,9,2018,14,Kai-1,Kaiugnak,pink salmon,0,,,,
7/9/2018,7,9,2018,15,Kai-2,Kaiugnak,pink salmon,5,,,,
7/9/2018,7,9,2018,16,Kai-3,Kaiugnak,pink salmon,3,,,,
7/9/2018,7,9,2018,17,Kai-4,Kaiugnak,pink salmon,0,,,,
7/9/2018,7,9,2018,18,Kai-5,Kaiugnak,pink salmon,0,,,,
7/9/2018,7,9,2018,19,Kai-6,Kaiugnak,pink salmon,0,,,,
8/24/2018,8,24,2018,110,Kai-1,Kaiugnak,pink salmon,0,,,,
8/24/2018,8,24,2018,111,Kai-2,Kaiugnak,pink salmon,0,,,,
8/24/2018,8,24,2018,112,Kai-3,Kaiugnak,pink salmon,0,,,,
8/24/2018,8,24,2018,113,Kai-6,Kaiugnak,pink salmon,0,,,,
8/24/2018,8,24,2018,114,Kai-4,Kaiugnak,pink salmon,0,,,,
8/24/2018,8,24,2018,115,Kai-5,Kaiugnak,pink salmon,0,,,,
8/24/2018,8,24,2018,116,Kai-7,Kaiugnak,pink salmon,0,,,,
8/7/2019,8,7,2019,184,Kai-1,Kaiugnak,pink salmon,0,,,,
8/7/2019,8,7,2019,185,Kai-2,Kaiugnak,pink salmon,0,,,,
8/7/2019,8,7,2019,186,Kai-3,Kaiugnak,pink salmon,0,,,,
8/8/2019,8,8,2019,187,Kai-6,Kaiugnak,pink salmon,0,,,,
8/8/2019,8,8,2019,188,Kai-7,Kaiugnak,pink salmon,0,,,,
8/8/2019,8,8,2019,189,Kai-4,Kaiugnak,pink salmon,0,,,,
8/1/2020,8,1,2020,259,Kai-1,Kaiugnak,pink salmon,0,,,,
8/1/2020,8,1,2020,260,Kai-2,Kaiugnak,pink salmon,0,,,,
8/1/2020,8,1,2020,261,Kai-6,Kaiugnak,pink salmon,0,,,,
8/1/2020,8,1,2020,262,Kai-3,Kaiugnak,pink salmon,0,,,,
8/1/2020,8,1,2020,263,Kai-7,Kaiugnak,pink salmon,0,,,,
8/1/2020,8,1,2020,264,Kai-4,Kaiugnak,pink salmon,0,,,,
8/4/2021,8,4,2021,335,Kai-1,Kaiugnak,pink salmon,0,,,,
8/4/2021,8,4,2021,336,Kai-2,Kaiugnak,pink salmon,0,,,,
8/4/2021,8,4,2021,337,Kai-3,Kaiugnak,pink salmon,0,,,,
8/4/2021,8,4,2021,338,Kai-6,Kaiugnak,pink salmon,0,,,,
8/4/2021,8,4,2021,339,Kai-7,Kaiugnak,pink salmon,0,,,,
8/4/2021,8,4,2021,340,Kai-4,Kaiugnak,pink salmon,0,,,,
7/29/2022,7,29,2022,430,Kai-3,Kaiugnak,pink salmon,0,,,,
7/29/2022,7,29,2022,431,Kai-6,Kaiugnak,pink salmon,0,,,,
7/29/2022,7,29,2022,432,Kai-7,Kaiugnak,pink salmon,0,,,,
7/29/2022,7,29,2022,433,Kai-4,Kaiugnak,pink salmon,0,,,,
7/29/2022,7,29,2022,434,Kai-1,Kaiugnak,pink salmon,0,,,,
7/29/2022,7,29,2022,435,Kai-2,Kaiugnak,pink salmon,0,,,,
7/3/2023,7,1,2023,479,Kai-3,Kaiugnak,pink salmon,0,,,,
7/3/2023,7,1,2023,480,Kai-6,Kaiugnak,pink salmon,0,,,,
7/3/2023,7,1,2023,481,Kai-7,Kaiugnak,pink salmon,0,,,,
7/3/2023,7,1,2023,482,Kai-4,Kaiugnak,pink salmon,0,,,,
7/3/2023,7,1,2023,483,Kai-1,Kaiugnak,pink salmon,0,,,,
7/3/2023,7,1,2023,484,Kai-2,Kaiugnak,pink salmon,0,,,,
7/5/2024,7,5,2024,552,Kai-3,Kaiugnak,pink salmon,0,,,,
7/5/2024,7,5,2024,553,Kai-6,Kaiugnak,pink salmon,0,,,,
7/5/2024,7,5,2024,554,Kai-7,Kaiugnak,pink salmon,0,,,,
7/5/2024,7,5,2024,555,Kai-4,Kaiugnak,pink salmon,0,,,,
7/5/2024,7,5,2024,556,Kai-2,Kaiugnak,pink salmon,0,,,,
7/5/2024,7,5,2024,557,Kai-1,Kaiugnak,pink salmon,0,,,,
7/7/2018,7,7,2018,7,Kilu-1,Kiliuda,pink salmon,5,,,,
7/7/2018,7,7,2018,8,Kilu-2,Kiliuda,pink salmon,4,,,,
7/7/2018,7,7,2018,9,Kilu-3,Kiliuda,pink salmon,0,,,,
7/7/2018,7,7,2018,10,Kilu-4,Kiliuda,pink salmon,17,,,,
7/7/2018,7,7,2018,11,Kilu-5,Kiliuda,pink salmon,0,,,,
7/7/2018,7,7,2018,12,Kilu-6,Kiliuda,pink salmon,1,,,,
7/7/2018,7,7,2018,13,Kilu-7,Kiliuda,pink salmon,20,,,,
8/26/2018,8,26,2018,117,Kilu-3,Kiliuda,pink salmon,0,,,,
8/26/2018,8,26,2018,118,Kilu-5,Kiliuda,pink salmon,0,,,,
8/26/2018,8,26,2018,119,Kilu-1,Kiliuda,pink salmon,0,,,,
8/26/2018,8,26,2018,120,Kilu-4,Kiliuda,pink salmon,1,,,,
8/26/2018,8,26,2018,121,Kilu-8,Kiliuda,pink salmon,0,,,,
8/26/2018,8,26,2018,122,Kilu-9,Kiliuda,pink salmon,0,,,,
8/10/2019,8,10,2019,190,Kiluda-1,Kiliuda,pink salmon,0,,,,
8/10/2019,8,10,2019,191,Kiluda-2,Kiliuda,pink salmon,0,,,,
8/10/2019,8,10,2019,192,Kiluda-4,Kiliuda,pink salmon,0,,,,
8/10/2019,8,10,2019,193,Kiluda-5,Kiliuda,pink salmon,0,,,,
8/10/2019,8,10,2019,194,Kiluda-6,Kiliuda,pink salmon,0,,,,
8/10/2019,8,10,2019,195,Kiluda-3,Kiliuda,pink salmon,0,,,,
8/3/2020,8,3,2020,265,Kilu-1,Kiliuda,pink salmon,0,,,,
8/3/2020,8,3,2020,266,Kilu-2,Kiliuda,pink salmon,0,,,,
8/3/2020,8,3,2020,267,Kilu-4,Kiliuda,pink salmon,0,,,,
8/3/2020,8,3,2020,268,Kilu-6,Kiliuda,pink salmon,0,,,,
8/3/2020,8,3,2020,269,Kilu-5,Kiliuda,pink salmon,0,,,,
8/3/2020,8,3,2020,270,Kilu-3,Kiliuda,pink salmon,0,,,,
5/24/2022,5,24,2022,364,Kilu-6,Kiliuda,pink salmon,0,,,,
5/24/2022,5,24,2022,365,Kilu-5,Kiliuda,pink salmon,0,,,,
5/24/2022,5,24,2022,366,Kilu-4,Kiliuda,pink salmon,2442,,,,
5/24/2022,5,24,2022,367,Kilu-3,Kiliuda,pink salmon,0,,,,
5/24/2022,5,24,2022,368,Kilu-7,Kiliuda,pink salmon,0,,,,
5/24/2022,5,24,2022,369,Kilu-2,Kiliuda,pink salmon,578,,,,
5/24/2022,5,24,2022,370,Kilu-1,Kiliuda,pink salmon,0,,,,
8/4/2022,8,4,2022,436,Kilu-1,Kiliuda,pink salmon,0,,,,
8/4/2022,8,4,2022,437,Kilu-2,Kiliuda,pink salmon,0,,,,
8/4/2022,8,4,2022,438,Kilu-3,Kiliuda,pink salmon,0,,,,
8/4/2022,8,4,2022,439,Kilu-4,Kiliuda,pink salmon,3,,,,
8/4/2022,8,4,2022,440,Kilu-5,Kiliuda,pink salmon,0,,,,
8/4/2022,8,4,2022,441,Kilu-6,Kiliuda,pink salmon,0,,,,
5/12/2023,5,12,2023,458,Kilu-6,Kiliuda,pink salmon,1,,,,
5/12/2023,5,12,2023,459,Kilu-5,Kiliuda,pink salmon,2,,,,
5/12/2023,5,12,2023,460,Kilu-4,Kiliuda,pink salmon,365,,,,
5/12/2023,5,12,2023,461,Kilu-3,Kiliuda,pink salmon,1,,,,
5/12/2023,5,12,2023,462,Kilu-2,Kiliuda,pink salmon,5,,,,
5/12/2023,5,12,2023,463,Kilu-1,Kiliuda,pink salmon,0,,,,
7/1/2023,7,1,2023,473,Kilu-2,Kiliuda,pink salmon,2,,,,
7/1/2023,7,1,2023,474,Kilu-3,Kiliuda,pink salmon,0,,,,
7/1/2023,7,1,2023,475,Kilu-4,Kiliuda,pink salmon,10,,,,
7/1/2023,7,1,2023,476,Kilu-6,Kiliuda,pink salmon,2,,,,
7/1/2023,7,1,2023,477,Kilu-5,Kiliuda,pink salmon,285,,,,
7/1/2023,7,1,2023,478,Kilu-1,Kiliuda,pink salmon,0,,,,
7/3/2024,7,3,2024,547,Kilu-6,Kiliuda,pink salmon,0,,,,
7/3/2024,7,3,2024,548,Kilu-5,Kiliuda,pink salmon,1069,,,,
7/3/2024,7,3,2024,549,Kilu-3,Kiliuda,pink salmon,48,,,,
7/3/2024,7,3,2024,550,Kilu-1,Kiliuda,pink salmon,0,,,,
7/3/2024,7,3,2024,551,Kilu-4,Kiliuda,pink salmon,379,,,,
7/19/2018,7,19,2018,42,Kuj-1,Kujulik,pink salmon,24,,,,
7/19/2018,7,19,2018,43,Kuj-2,Kujulik,pink salmon,1,,,,
7/19/2018,7,19,2018,44,Kuj-3,Kujulik,pink salmon,13,,,,
7/19/2018,7,19,2018,45,Kuj-4,Kujulik,pink salmon,60,,,,
7/22/2018,7,22,2018,46,Mit-1,Mitrofania,pink salmon,2,,,,
7/22/2018,7,22,2018,47,Mit-2,Mitrofania,pink salmon,0,,,,
7/22/2018,7,22,2018,48,Mit-3,Mitrofania,pink salmon,0,,,,
7/22/2018,7,22,2018,49,Mit-4,Mitrofania,pink salmon,5,,,,
7/22/2018,7,22,2018,50,Mit-5,Mitrofania,pink salmon,16,,,,
7/22/2018,7,22,2018,51,Mit-6,Mitrofania,pink salmon,1,,,,
8/9/2018,8,9,2018,82,Mit-1,Mitrofania,pink salmon,4,,,,
8/9/2018,8,9,2018,83,Mit-2,Mitrofania,pink salmon,1,,,,
8/9/2018,8,9,2018,84,Mit-3,Mitrofania,pink salmon,8,,,,
8/9/2018,8,9,2018,85,Mit-6,Mitrofania,pink salmon,0,,,,
8/9/2018,8,9,2018,86,Mit-4,Mitrofania,pink salmon,0,,,,
8/9/2018,8,9,2018,87,Mit-5,Mitrofania,pink salmon,0,,,,
7/12/2019,7,12,2019,141,Mit-1,Mitrofania,pink salmon,0,,,,
7/12/2019,7,12,2019,142,Mit-2,Mitrofania,pink salmon,0,,,,
7/12/2019,7,12,2019,143,Mit-3,Mitrofania,pink salmon,0,,,,
7/12/2019,7,12,2019,144,Mit-5,Mitrofania,pink salmon,0,,,,
7/12/2019,7,12,2019,145,Mit-6,Mitrofania,pink salmon,0,,,,
7/12/2019,7,12,2019,146,Mit-4,Mitrofania,pink salmon,0,,,,
7/12/2020,7,12,2020,217,Mitro-1,Mitrofania,pink salmon,0,,,,
7/12/2020,7,12,2020,218,Mitro-2,Mitrofania,pink salmon,0,,,,
7/12/2020,7,12,2020,219,Mitro-3,Mitrofania,pink salmon,1,,,,
7/12/2020,7,12,2020,220,Mitro-4,Mitrofania,pink salmon,10,,,,
7/12/2020,7,12,2020,221,Mitro-5,Mitrofania,pink salmon,0,,,,
7/12/2020,7,12,2020,222,Mitro-6,Mitrofania,pink salmon,1,,,,
7/9/2021,7,9,2021,288,Mitro-4,Mitrofania,pink salmon,0,,,,
7/9/2021,7,9,2021,289,Mitro-5,Mitrofania,pink salmon,1,,,,
7/9/2021,7,9,2021,290,Mitro-6,Mitrofania,pink salmon,6,,,,
7/9/2021,7,9,2021,291,Mitro-3,Mitrofania,pink salmon,1,,,,
7/9/2021,7,9,2021,292,Mitro-2,Mitrofania,pink salmon,0,,,,
7/9/2021,7,9,2021,293,Mitro-1,Mitrofania,pink salmon,0,,,,
7/8/2022,7,8,2022,391,Mit-1,Mitrofania,pink salmon,0,,,,
7/8/2022,7,8,2022,392,Mit-2,Mitrofania,pink salmon,0,,,,
7/8/2022,7,8,2022,393,Mit-3,Mitrofania,pink salmon,0,,,,
7/8/2022,7,8,2022,394,Mit-4,Mitrofania,pink salmon,0,,,,
7/8/2022,7,8,2022,395,Mit-5,Mitrofania,pink salmon,0,,,,
7/8/2022,7,8,2022,396,Mit-6,Mitrofania,pink salmon,20,,,,
7/13/2023,7,1,2023,498,Mit-1,Mitrofania,pink salmon,4,,,,
7/13/2023,7,1,2023,499,Mit-2,Mitrofania,pink salmon,0,,,,
7/13/2023,7,1,2023,500,Mit-3,Mitrofania,pink salmon,0,,,,
7/13/2023,7,1,2023,501,Mit-4,Mitrofania,pink salmon,0,,,,
7/13/2023,7,1,2023,502,Mit-6,Mitrofania,pink salmon,1,,,,
7/13/2023,7,1,2023,503,Mit-5,Mitrofania,pink salmon,0,,,,
7/26/2024,7,26,2024,592,Mit-4,Mitrofania,pink salmon,1,,,,
7/26/2024,7,26,2024,593,Mit-5,Mitrofania,pink salmon,5,,,,
7/26/2024,7,26,2024,594,Mit-6,Mitrofania,pink salmon,2,,,,
7/26/2024,7,26,2024,595,Mit-3,Mitrofania,pink salmon,2,,,,
7/26/2024,7,26,2024,596,Mit-2,Mitrofania,pink salmon,20,,,,
7/26/2024,7,26,2024,597,Mit-1,Mitrofania,pink salmon,0,,,,
