date,month,day,year,J_Date,site,baysite,bay,species,length
8/17/2018,Aug,17,2018,229,98,RR-1,Rodman Reach,pink salmon,92
8/26/2018,Aug,26,2018,238,120,Kilu-4,Kiliuda,pink salmon,94
8/28/2018,Aug,26,2018,238,123,Ugak-5,Ugak ,pink salmon,146
7/7/2019,July,7,2019,188,131,AG-1,Agripina,pink salmon,70
7/7/2019,July,7,2019,188,131,AG-1,Agripina,pink salmon,71
7/7/2019,July,7,2019,188,131,AG-1,Agripina,pink salmon,71
7/9/2019,July,9,2019,190,138,PW-2,Port Wrangell,pink salmon,112
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,89
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,90
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,90
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,91
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,95
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,97
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,98
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,98
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,99
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,99
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,99
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,100
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,100
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,100
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,102
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,102
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,102
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,103
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,105
7/14/2019,July,14,2019,195,147,Fox-5,Fox,pink salmon,106
7/17/2019,July,17,2019,198,152,BB-2,Balboa,pink salmon,80
7/17/2019,July,17,2019,198,152,BB-2,Balboa,pink salmon,87
7/25/2019,July,25,2019,205,168,Bar-6,Baralof,pink salmon,89
7/25/2019,July,25,2019,205,167,Bar-2,Baralof,pink salmon,91
7/25/2019,July,25,2019,205,167,Bar-2,Baralof,pink salmon,92
7/25/2019,July,25,2019,205,167,Bar-2,Baralof,pink salmon,104
7/25/2019,July,25,2019,205,166,Bar-3,Baralof,pink salmon,106
7/25/2019,July,25,2019,205,167,Bar-2,Baralof,pink salmon,109
7/25/2019,July,25,2019,205,167,Bar-2,Baralof,pink salmon,119
7/2/2020,July,2,2020,184,203,Laminaria North,Cooks,pink salmon,70
7/2/2020,July,2,2020,184,203,Laminaria North,Cooks,pink salmon,72
7/2/2020,July,2,2020,184,203,Laminaria North,Cooks,pink salmon,70
7/2/2020,July,2,2020,184,203,Laminaria North,Cooks,pink salmon,72
7/6/2020,July,6,2020,188,207,AG-1,Agripina ,pink salmon,60
7/6/2020,July,6,2020,188,207,AG-1,Agripina ,pink salmon,62
7/6/2020,July,6,2020,188,207,AG-1,Agripina ,pink salmon,64
7/6/2020,July,6,2020,188,207,AG-1,Agripina ,pink salmon,64
7/6/2020,July,6,2020,188,207,AG-1,Agripina ,pink salmon,60
7/6/2020,July,6,2020,188,207,AG-1,Agripina ,pink salmon,62
7/6/2020,July,6,2020,188,207,AG-1,Agripina ,pink salmon,64
7/6/2020,July,6,2020,188,207,AG-1,Agripina ,pink salmon,64
7/12/2020,July,12,2020,194,219,Mitro-3,Mitrofania,pink salmon,66
7/12/2020,July,12,2020,194,219,Mitro-3,Mitrofania,pink salmon,66
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,70
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,61
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,64
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,70
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,69
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,49
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,68
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,74
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,68
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,61
7/5/2021,July,5,2021,186,282,.,Agripina,pink salmon,57
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,63
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,56
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,77
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,64
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,47
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,66
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,76
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,65
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,64
7/5/2021,July,5,2021,186,280,.,Agripina,pink salmon,58
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,72
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,66
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,72
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,71
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,65
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,66
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,68
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,72
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,59
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,61
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,62
7/5/2021,July,5,2021,186,279,.,Agripina,pink salmon,64
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,55
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,64
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,51
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,60
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,70
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,71
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,74
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,65
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,68
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,50
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,64
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,64
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,51
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,65
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,64
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,45
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,65
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,54
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,70
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,70
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,56
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,68
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,61
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,67
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,70
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,71
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,60
7/5/2021,July,5,2021,186,278,.,Agripina,pink salmon,52
7/6/2021,July,6,2021,188,285,.,Port Wrangall,pink salmon,48
7/6/2021,July,6,2021,188,285,.,Port Wrangall,pink salmon,70
7/6/2021,July,6,2021,188,286,.,Port Wrangall,pink salmon,66
7/6/2021,July,6,2021,188,287,.,Port Wrangall,pink salmon,54
7/6/2021,July,6,2021,188,287,.,Port Wrangall,pink salmon,45
7/6/2021,July,6,2021,188,287,.,Port Wrangall,pink salmon,45
7/6/2021,July,6,2021,188,287,.,Port Wrangall,pink salmon,44
7/6/2021,July,6,2021,188,287,.,Port Wrangall,pink salmon,50
7/6/2021,July,6,2021,188,287,.,Port Wrangall,pink salmon,56
7/6/2021,July,6,2021,188,287,.,Port Wrangall,pink salmon,53
7/9/2021,July,9,2021,191,289,.,Mitrofania,pink salmon,71
7/9/2021,July,9,2021,191,290,.,Mitrofania,pink salmon,69
7/9/2021,July,9,2021,191,290,.,Mitrofania,pink salmon,79
7/9/2021,July,9,2021,191,290,.,Mitrofania,pink salmon,78
7/9/2021,July,9,2021,191,290,.,Mitrofania,pink salmon,79
7/9/2021,July,9,2021,191,290,.,Mitrofania,pink salmon,74
7/9/2021,July,9,2021,191,290,.,Mitrofania,pink salmon,75
7/9/2021,July,9,2021,191,291,.,Mitrofania,pink salmon,70
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,72
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,75
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,72
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,76
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,77
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,76
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,70
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,77
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,79
7/11/2021,July,11,2021,193,296,.,Fox,pink salmon,67
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,65
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,69
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,77
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,77
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,74
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,70
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,62
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,76
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,66
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,65
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,68
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,70
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,77
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,73
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,72
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,65
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,68
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,78
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,74
7/11/2021,July,11,2021,193,295,.,Fox,pink salmon,65
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,67
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,77
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,72
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,77
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,65
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,64
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,66
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,75
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,67
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,72
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,71
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,68
7/11/2021,July,11,2021,193,294,.,Fox,pink salmon,70
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,80
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,86
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,85
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,78
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,74
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,83
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,78
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,68
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,49
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,79
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,78
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,82
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,73
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,72
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,84
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,77
7/13/2021,July,13,2021,195,299,.,Balboa,pink salmon,66
7/13/2021,July,13,2021,195,301,.,Balboa,pink salmon,81
7/13/2021,July,13,2021,195,301,.,Balboa,pink salmon,69
7/13/2021,July,13,2021,195,301,.,Balboa,pink salmon,64
7/13/2021,July,13,2021,195,301,.,Balboa,pink salmon,63
7/13/2021,July,13,2021,195,301,.,Balboa,pink salmon,60
7/13/2021,July,13,2021,195,301,.,Balboa,pink salmon,61
7/13/2021,July,13,2021,195,301,.,Balboa,pink salmon,68
7/13/2021,July,13,2021,195,303,.,Balboa,pink salmon,64
7/13/2021,July,13,2021,195,303,.,Balboa,pink salmon,64
7/13/2021,July,13,2021,195,303,.,Balboa,pink salmon,66
7/13/2021,July,13,2021,195,303,.,Balboa,pink salmon,66
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,75
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,77
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,74
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,73
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,78
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,76
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,74
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,73
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,76
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,76
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,74
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,72
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,76
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,76
7/28/2021,July,28,2021,209,322,.,Rodmans Reach,pink salmon,75
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,114
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,71
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,80
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,79
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,73
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,71
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,61
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,72
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,74
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,78
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,74
7/28/2021,July,28,2021,209,327,.,Rodmans Reach,pink salmon,68
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,73
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,74
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,78
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,78
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,74
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,76
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,75
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,77
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,76
7/28/2021,July,28,2021,209,326,.,Rodmans Reach,pink salmon,74
7/31/2021,July,31,2021,212,333,.,Japanese Bay,pink salmon,93
8/21/2021,Aug,21,2021,233,.,Lam East,Cook,pink salmon,78
8/21/2021,Aug,21,2021,233,.,Middle Cove,Cook,pink salmon,90
8/21/2021,Aug,21,2021,233,.,Middle Cove,Cook,pink salmon,85
8/21/2021,Aug,21,2021,233,.,Middle Cove,Cook,pink salmon,84
8/21/2021,Aug,21,2021,233,.,Middle Cove,Cook,pink salmon,78
8/22/2021,Aug,22,2021,234,.,EG Patches,ALB,pink salmon,102
8/22/2021,Aug,22,2021,234,.,EG Patches,ALB,pink salmon,85
8/22/2021,Aug,22,2021,234,.,EG Patches,ALB,pink salmon,83
8/22/2021,Aug,22,2021,234,.,Lam Boat,ALB,pink salmon,140
8/22/2021,Aug,22,2021,234,.,Lam Boat,ALB,pink salmon,126
8/22/2021,Aug,22,2021,234,.,Lam Boat,ALB,pink salmon,97
8/22/2021,Aug,22,2021,234,.,Lam Boat,ALB,pink salmon,105
8/22/2021,Aug,22,2021,234,.,Lam Boat,ALB,pink salmon,89
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,80
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,83
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,86
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,86
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,87
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,89
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,90
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,90
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,92
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,94
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,95
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,97
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,97
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,98
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,99
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,99
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,102
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,103
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,105
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,135
8/23/2021,Aug,23,2021,235,.,Back Bay EG,ALB,pink salmon,136
5/17/2022,May,17,2022,137,348,RR-4,Rodmans Reach,pink salmon,39
5/17/2022,May,17,2022,137,349,RR-3,Rodmans Reach,pink salmon,38
5/17/2022,May,17,2022,137,349,RR-3,Rodmans Reach,pink salmon,36
5/17/2022,May,17,2022,137,349,RR-3,Rodmans Reach,pink salmon,37
5/17/2022,May,17,2022,137,349,RR-3,Rodmans Reach,pink salmon,36
5/17/2022,May,17,2022,137,349,RR-3,Rodmans Reach,pink salmon,35
5/17/2022,May,17,2022,137,349,RR-3,Rodmans Reach,pink salmon,31
5/17/2022,May,17,2022,137,349,RR-3,Rodmans Reach,pink salmon,33
5/17/2022,May,17,2022,137,349,RR-3,Rodmans Reach,pink salmon,33
5/17/2022,May,17,2022,137,349,RR-3,Rodmans Reach,pink salmon,34
5/17/2022,May,17,2022,139,349,RR-3,Rodmans Reach,pink salmon,33
5/19/2022,May,19,2022,139,353,Lam South,Cook,pink salmon,35
5/19/2022,May,19,2022,139,353,Lam South,Cook,pink salmon,58
5/19/2022,May,19,2022,139,354,EG South,Cook,pink salmon,34
5/19/2022,May,19,2022,139,354,EG South,Cook,pink salmon,36
5/19/2022,May,19,2022,139,354,EG South,Cook,pink salmon,42
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,48
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,45
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,35
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,38
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,31
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,47
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,43
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,42
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,38
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,33
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,43
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,43
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,45
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,44
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,43
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,45
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,36
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,34
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,37
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,37
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,53
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,48
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,43
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,33
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,38
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,39
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,38
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,38
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,42
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,49
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,33
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,36
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,35
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,53
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,40
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,47
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,44
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,34
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,52
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,33
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,43
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,43
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,34
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,35
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,34
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,37
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,34
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,48
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,38
5/19/2022,May,19,2022,139,356,EG West,Cook,pink salmon,37
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,57
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,48
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,48
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,47
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,58
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,51
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,47
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,38
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,36
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,35
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,43
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,60
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,51
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,54
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,59
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,53
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,53
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,61
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,60
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,53
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,56
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,73
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,59
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,44
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,46
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,53
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,51
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,55
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,44
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,42
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,57
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,36
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,56
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,53
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,53
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,63
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,51
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,51
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,63
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,56
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,59
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,65
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,57
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,45
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,53
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,54
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,41
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,58
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,53
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,54
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,42
5/22/2022,May,22,2022,142,360,CH-2,Chief Cove,pink salmon,57
5/22/2022,May,22,2022,142,362,CH-4,Chief Cove,pink salmon,37
5/22/2022,May,22,2022,142,362,CH-4,Chief Cove,pink salmon,48
5/22/2022,May,22,2022,142,362,CH-4,Chief Cove,pink salmon,34
