Location,Date,year,Set #,Site,Species,Length,Weight (g),hatchery/wild,oto read,hatchery_site,freezer sample number
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.3395,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.3418,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,35,0.3777,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,36,0.3207,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,36,0.3422,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,36,0.3641,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,36,0.4304,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,37,0.2987,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,37,0.3971,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,37,0.3977,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,38,0.3345,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,38,0.3376,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,38,0.3764,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,38,0.3811,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,38,0.3957,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,38,0.4014,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,38,0.4222,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,38,0.4424,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,39,0.4323,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,39,0.4424,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,39,0.4515,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,40,0.4634,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,40,0.514,wild,n,.,NA
Kiliuda,5/12/2023,2023,460,Kil-4,pink salmon,41,0.5355,wild,n,.,NA
Cook,6/5/2023,2023,468,Lam North,pink salmon,34,0.3518,unknown,Juneau,.,23-005
Cook,6/5/2023,2023,467,EG West,pink salmon,34,0.3527,unknown,Juneau,.,23-002
Cook,6/5/2023,2023,468,Lam North,pink salmon,37,0.4415,unknown,Juneau,.,23-007
Cook,6/5/2023,2023,468,Lam North,pink salmon,39,0.3951,unknown,Juneau,.,23-006
Cook,6/5/2023,2023,468,Lam North,pink salmon,41,0.6564,unknown,Juneau,.,23-009
Cook,6/5/2023,2023,467,EG West,pink salmon,42,0.7039,unknown,Juneau,.,23-001
Cook,6/5/2023,2023,468,Lam North,pink salmon,44,0.7694,unknown,Juneau,.,23-010
Cook,6/5/2023,2023,468,Lam North,pink salmon,48,0.9212,unknown,Juneau,.,23-004
Cook,6/5/2023,2023,468,Lam North,pink salmon,50,1.092,unknown,Juneau,.,23-003
Cook,6/5/2023,2023,468,Lam North,pink salmon,60,2.104,unknown,Juneau,.,23-008
Cook,6/29/2023,2023,472,,pink salmon,66,2.3701,unknown,Juneau,.,087-23
Cook,6/29/2023,2023,472,,pink salmon,67,2.2937,unknown,Juneau,.,085-23
Cook,6/29/2023,2023,472,,pink salmon,70,2.5913,unknown,Juneau,.,084-23
Cook,6/29/2023,2023,472,,pink salmon,73,2.7753,unknown,Juneau,.,086-23
Kiliuda,7/1/2023,2023,477,,pink salmon,49,1.1221,unknown,unsure,.,110-23
Kiliuda,7/1/2023,2023,477,,pink salmon,50,1.0317,unknown,Juneau,.,146-23
Kiliuda,7/1/2023,2023,477,,pink salmon,50,1.126,unknown,unsure,.,147-23
Kiliuda,7/1/2023,2023,473,,pink salmon,51,1.0592,unknown,Juneau,.,078-23
Kiliuda,7/1/2023,2023,477,,pink salmon,51,1.2321,unknown,Juneau,.,132-23
Kiliuda,7/1/2023,2023,477,,pink salmon,52,1.1357,unknown,unsure,.,142-23
Kiliuda,7/1/2023,2023,477,,pink salmon,52,1.1386,unknown,unsure,.,152-23
Kiliuda,7/1/2023,2023,473,,pink salmon,53,1.217,unknown,unsure,.,077-23
Kiliuda,7/1/2023,2023,477,,pink salmon,53,1.2335,unknown,unsure,.,117-23
Kiliuda,7/1/2023,2023,477,,pink salmon,54,1.1787,unknown,unsure,.,123-23
Kiliuda,7/1/2023,2023,477,,pink salmon,54,1.2942,unknown,unsure,.,155-23
Kiliuda,7/1/2023,2023,477,,pink salmon,54,1.3109,unknown,Juneau,.,150-23
Kiliuda,7/1/2023,2023,477,,pink salmon,54,1.4975,unknown,unsure,.,129-23
Kiliuda,7/1/2023,2023,477,,pink salmon,55,1.3588,unknown,unsure,.,115-23
Kiliuda,7/1/2023,2023,477,,pink salmon,55,1.3952,unknown,Juneau,.,131-23
Kiliuda,7/1/2023,2023,477,,pink salmon,55,1.4106,unknown,unsure,.,121-23
Kiliuda,7/1/2023,2023,477,,pink salmon,55,1.4109,unknown,Juneau,.,136-23
Kiliuda,7/1/2023,2023,477,,pink salmon,55,1.4999,unknown,unsure,.,119-23
Kiliuda,7/1/2023,2023,477,,pink salmon,55,1.588,unknown,unsure,.,145-23
Kiliuda,7/1/2023,2023,477,,pink salmon,56,1.3667,unknown,unsure,.,104-23
Kiliuda,7/1/2023,2023,477,,pink salmon,56,1.4649,unknown,Juneau,.,141-23
Kiliuda,7/1/2023,2023,477,,pink salmon,56,1.4911,unknown,unsure,.,140-23
Kiliuda,7/1/2023,2023,477,,pink salmon,56,1.645,unknown,Juneau,.,149-23
Kiliuda,7/1/2023,2023,477,,pink salmon,56,1.6453,unknown,unsure,.,153-23
Kiliuda,7/1/2023,2023,477,,pink salmon,57,1.4249,unknown,unsure,.,133-23
Kiliuda,7/1/2023,2023,477,,pink salmon,57,1.4739,unknown,unsure,.,118-23
Kiliuda,7/1/2023,2023,475,,pink salmon,57,1.4834,unknown,Juneau,.,095-23
Kiliuda,7/1/2023,2023,477,,pink salmon,57,1.4891,unknown,unsure,.,138-23
Kiliuda,7/1/2023,2023,475,,pink salmon,57,1.5354,unknown,unsure,.,098-23
Kiliuda,7/1/2023,2023,477,,pink salmon,57,1.5396,unknown,unsure,.,154-23
Kiliuda,7/1/2023,2023,475,,pink salmon,57,1.6499,unknown,Juneau,.,099-23
Kiliuda,7/1/2023,2023,477,,pink salmon,58,1.6821,unknown,unsure,.,128-23
Kiliuda,7/1/2023,2023,477,,pink salmon,58,1.7204,unknown,unsure,.,124-23
Kiliuda,7/1/2023,2023,475,,pink salmon,58,1.7579,unknown,Juneau,.,092-23
Kiliuda,7/1/2023,2023,475,,pink salmon,58,1.8276,unknown,unsure,.,096-23
Kiliuda,7/1/2023,2023,477,,pink salmon,59,1.5614,unknown,unsure,.,114-23
Kiliuda,7/1/2023,2023,477,,pink salmon,59,1.6269,unknown,unsure,.,107-23
Kiliuda,7/1/2023,2023,477,,pink salmon,59,1.6555,unknown,Juneau,.,126-23
Kiliuda,7/1/2023,2023,475,,pink salmon,59,1.6682,unknown,unsure,.,097-23
Kiliuda,7/1/2023,2023,477,,pink salmon,59,1.68,unknown,unsure,.,116-23
Kiliuda,7/1/2023,2023,477,,pink salmon,59,1.6954,unknown,unsure,.,137-23
Kiliuda,7/1/2023,2023,475,,pink salmon,59,1.7106,unknown,unsure,.,091-23
Kiliuda,7/1/2023,2023,475,,pink salmon,59,1.7484,unknown,unsure,.,090-23
Kiliuda,7/1/2023,2023,477,,pink salmon,59,1.7864,unknown,Juneau,.,151-23
Kiliuda,7/1/2023,2023,477,,pink salmon,60,1.5515,unknown,unsure,.,139-23
Kiliuda,7/1/2023,2023,476,,pink salmon,60,1.725,unknown,Juneau,.,083-23
Kiliuda,7/1/2023,2023,477,,pink salmon,60,1.8097,unknown,unsure,.,134-23
Kiliuda,7/1/2023,2023,477,,pink salmon,60,1.8151,unknown,unsure,.,105-23
Kiliuda,7/1/2023,2023,477,,pink salmon,60,1.8151,unknown,unsure,.,135-23
Kiliuda,7/1/2023,2023,477,,pink salmon,60,1.9163,unknown,Juneau,.,130-23
Kiliuda,7/1/2023,2023,477,,pink salmon,61,1.7853,unknown,unsure,.,143-23
Kiliuda,7/1/2023,2023,477,,pink salmon,62,1.8017,unknown,unsure,.,148-23
Kiliuda,7/1/2023,2023,477,,pink salmon,62,1.8844,unknown,unsure,.,127-23
Kiliuda,7/1/2023,2023,477,,pink salmon,62,1.944,unknown,unsure,.,144-23
Kiliuda,7/1/2023,2023,477,,pink salmon,62,1.9809,unknown,unsure,.,122-23
Kiliuda,7/1/2023,2023,477,,pink salmon,63,1.9575,unknown,unsure,.,112-23
Kiliuda,7/1/2023,2023,475,,pink salmon,64,1.9286,unknown,Juneau,.,094-23
Kiliuda,7/1/2023,2023,477,,pink salmon,64,2.072,unknown,unsure,.,120-23
Kiliuda,7/1/2023,2023,477,,pink salmon,64,2.0891,unknown,Juneau,.,111-23
Kiliuda,7/1/2023,2023,476,,pink salmon,64,2.2772,unknown,unsure,.,082-23
Kiliuda,7/1/2023,2023,477,,pink salmon,65,2.0892,unknown,Juneau,.,106-23
Kiliuda,7/1/2023,2023,477,,pink salmon,65,2.1831,unknown,unsure,.,108-23
Kiliuda,7/1/2023,2023,477,,pink salmon,65,2.3018,unknown,Juneau,.,125-23
Kiliuda,7/1/2023,2023,477,,pink salmon,67,2.5661,unknown,unsure,.,113-23
Kiliuda,7/1/2023,2023,477,,pink salmon,67,2.5786,unknown,unsure,.,109-23
Kiliuda,7/1/2023,2023,475,,pink salmon,68,2.6975,unknown,Juneau,.,093-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,45,0.78,unknown,unsure,.,240-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,48,0.9255,unknown,unsure,.,190-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,48,0.9891,unknown,unsure,.,229-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,49,0.9567,unknown,unsure,.,247-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,49,0.9901,unknown,unsure,.,195-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,50,0.993,unknown,unsure,.,245-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,50,1.0068,unknown,unsure,.,243-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,50,1.0308,unknown,unsure,.,206-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,50,1.1875,unknown,unsure,.,242-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,51,1.0061,unknown,unsure,.,238-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,51,1.0333,unknown,unsure,.,256-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,51,1.1165,unknown,unsure,.,160-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,51,1.1261,unknown,unsure,.,259-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,51,1.2454,unknown,unsure,.,191-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,52,1.02,unknown,unsure,.,231-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,52,1.08,unknown,Juneau,.,254-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,52,1.1408,unknown,unsure,.,212-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,52,1.1733,unknown,Juneau,.,222-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,52,1.3027,unknown,unsure,.,169-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,53,1.0497,unknown,unsure,.,214-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,53,1.2198,unknown,unsure,.,178-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,53,1.2548,unknown,Juneau,.,244-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,53,1.3099,unknown,Juneau,.,172-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,54,1.1117,unknown,unsure,.,252-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,54,1.2939,unknown,unsure,.,203-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,54,1.3692,unknown,Juneau,.,179-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,54,1.3835,unknown,unsure,.,257-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,54,1.4006,unknown,unsure,.,183-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.1326,unknown,unsure,.,224-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.2785,unknown,unsure,.,219-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.2949,unknown,unsure,.,196-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.3763,unknown,unsure,.,170-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.3813,unknown,unsure,.,253-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.3891,unknown,unsure,.,199-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.4044,unknown,unsure,.,176-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.4053,unknown,unsure,.,236-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.4134,unknown,unsure,.,173-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.4348,unknown,unsure,.,251-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,55,1.5133,unknown,unsure,.,175-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,56,1.3617,unknown,Juneau,.,260-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,56,1.377,unknown,unsure,.,217-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,56,1.3839,unknown,unsure,.,248-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,56,1.4007,unknown,unsure,.,220-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,56,1.4699,unknown,unsure,.,232-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,56,1.5184,unknown,unsure,.,239-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,57,1.2647,unknown,unsure,.,246-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,57,1.2775,unknown,unsure,.,207-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,57,1.3038,unknown,unsure,.,261-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,57,1.4164,unknown,Juneau,.,250-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,57,1.4576,unknown,unsure,.,227-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,57,1.4913,unknown,unsure,.,228-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,57,1.5194,unknown,unsure,.,174-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,57,1.5871,unknown,unsure,.,164-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,57,1.6928,unknown,unsure,.,182-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,58,1.4922,unknown,unsure,.,249-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,58,1.5176,unknown,unsure,.,241-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,58,1.5346,unknown,unsure,.,230-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,58,1.5724,unknown,unsure,.,161-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,58,1.6351,unknown,unsure,.,204-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,59,1.4972,unknown,Juneau,.,213-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,59,1.5296,unknown,unsure,.,221-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,59,1.5419,unknown,unsure,.,208-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,59,1.6084,unknown,unsure,.,185-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,59,1.6364,unknown,unsure,.,166-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,59,1.8648,unknown,Juneau,.,237-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,60,1.6321,unknown,unsure,.,233-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,60,1.635,unknown,Juneau,.,225-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,60,1.6469,unknown,unsure,.,218-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,60,1.6623,unknown,Juneau,.,209-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,60,1.7017,unknown,Juneau,.,187-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,60,1.753,unknown,Juneau,.,255-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,60,1.791,unknown,unsure,.,216-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,60,1.867,unknown,unsure,.,171-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,61,1.8353,unknown,Juneau,.,163-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,61,1.9524,unknown,unsure,.,168-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,62,1.5546,unknown,Juneau,.,223-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,62,1.7529,unknown,unsure,.,215-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,62,1.829,unknown,unsure,.,197-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,63,1.8072,unknown,unsure,.,258-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,63,1.8262,unknown,unsure,.,226-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,63,1.9451,unknown,unsure,.,198-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,63,2.0122,unknown,unsure,.,189-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,64,1.9343,unknown,unsure,.,211-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,64,2.1574,unknown,unsure,.,158-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,64,2.3033,unknown,unsure,.,193-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,65,2.193,unknown,unsure,.,235-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,65,2.2646,unknown,Juneau,.,165-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,65,2.3037,unknown,unsure,.,184-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,65,2.3953,unknown,unsure,.,157-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,66,2.1536,unknown,unsure,.,202-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,66,2.302,unknown,Juneau,.,200-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,66,2.3956,unknown,unsure,.,180-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,66,2.6213,unknown,unsure,.,192-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,67,2.3322,unknown,unsure,.,188-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,67,2.7208,unknown,unsure,.,167-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,68,2.6296,unknown,unsure,.,177-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,68,2.6964,unknown,unsure,.,201-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,69,2.7375,unknown,unsure,.,234-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,70,2.8112,unknown,unsure,.,210-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,72,3.0075,unknown,unsure,.,194-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,72,3.7223,unknown,Juneau,.,205-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,74,3.2788,unknown,unsure,.,186-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,77,3.5817,unknown,Juneau,.,181-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,79,3.9277,unknown,unsure,.,162-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,79,4.0053,unknown,unsure,.,156-23
Rodmans Reach,7/5/2023,2023,485,,pink salmon,80,4.893,unknown,Juneau,.,159-23
Agripina,7/7/2023,2023,489,,pink salmon,78,4.6489,unknown,Juneau,.,088-23
Agripina,7/7/2023,2023,489,,pink salmon,80,5.1807,unknown,Juneau,.,089-23
Point Wrangell,7/9/2023,2023,496,,pink salmon,45,0.686,unknown,Juneau,.,080-23
Mitrofania,7/13/2023,2023,498,,pink salmon,61,1.7824,unknown,Juneau,.,074-23
Mitrofania,7/13/2023,2023,498,,pink salmon,63,2.0858,unknown,Juneau,.,076-23
Mitrofania,7/13/2023,2023,502,,pink salmon,64,2.122,unknown,Juneau,.,069-23
Mitrofania,7/13/2023,2023,498,,pink salmon,64,2.3646,unknown,Juneau,.,073-23
Mitrofania,7/13/2023,2023,498,,pink salmon,69,3.0888,unknown,Juneau,.,075-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,59,1.6842,unknown,unsure,.,053-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,59,1.8893,unknown,Juneau,.,022-23
Fox,7/15/2023,2023,508,,pink salmon,60,1.7193,unknown,Juneau,.,079-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,61,1.9436,unknown,Juneau,.,030-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,62,2.0904,unknown,Juneau,.,065-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,62,2.2458,unknown,Juneau,.,024-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,64,2.3666,unknown,Juneau,.,051-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,65,2.2977,unknown,unsure,.,027-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,65,2.3382,unknown,unsure,.,032-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,65,2.3459,unknown,unsure,.,026-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,65,2.5017,unknown,unsure,.,063-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,65,2.5663,unknown,Juneau,.,059-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,65,2.5708,unknown,Juneau,.,028-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,65,2.5722,unknown,Juneau,.,031-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,67,2.5675,unknown,Juneau,.,029-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,67,2.6617,unknown,Juneau,.,061-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,67,2.7365,unknown,Juneau,.,054-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,67,2.8063,unknown,Juneau,.,052-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,68,2.6052,unknown,Juneau,.,066-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,68,2.7805,unknown,unsure,.,033-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,70,2.9509,unknown,unsure,.,055-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,70,3.0537,unknown,Juneau,.,023-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,70,3.127,unknown,unsure,.,058-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,70,3.4477,unknown,unsure,.,067-23
Anton,7/15/2023,2023,NA,Backbay Lam #2,pink salmon,71,2.9968,unknown,Juneau,.,025-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,71,3.0811,unknown,unsure,.,050-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,72,3.5259,unknown,Juneau,.,068-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,73,3.5065,unknown,Juneau,.,060-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,73,3.7833,unknown,unsure,.,057-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,75,3.3919,unknown,Juneau,.,062-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,75,3.7405,unknown,unsure,.,056-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,79,4.2085,unknown,Juneau,.,064-23
Anton,7/15/2023,2023,NA,Wooden Boat,pink salmon,88,5.9561,unknown,Juneau,.,049-23
Baralof,7/17/2023,2023,512,,pink salmon,65,2.4732,unknown,Juneau,.,081-23
Falmouth,7/19/2023,2023,515,,pink salmon,59,2.0437,unknown,Juneau,.,071-23
Falmouth,7/19/2023,2023,515,,pink salmon,69,2.4785,unknown,Juneau,.,072-23
Falmouth,7/19/2023,2023,517,,pink salmon,78,3.7113,unknown,Juneau,.,070-23
Balboa,7/21/2023,2023,522,,pink salmon,70,3.1657,unknown,Juneau,.,101-23
Balboa,7/21/2023,2023,522,,pink salmon,73,3.4046,unknown,Juneau,.,102-23
Balboa,7/21/2023,2023,522,,pink salmon,75,4.1898,unknown,Juneau,.,100-23
Balboa,7/21/2023,2023,522,,pink salmon,83,4.857,unknown,Juneau,.,103-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,68,2.9894,unknown,Juneau,.,042-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,75,3.9753,unknown,Juneau,.,041-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,75,4.4507,unknown,Juneau,.,047-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,76,3.8263,unknown,Juneau,.,048-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,82,5.3809,unknown,Juneau,.,039-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,85,4.9999,unknown,Juneau,.,036-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,85,5.4885,unknown,Juneau,.,040-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,85,5.6139,unknown,unsure,.,043-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,85,5.7662,unknown,Juneau,.,044-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,86,6.114,unknown,Juneau,.,046-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,87,5.7966,unknown,Juneau,.,034-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,87,6.0694,unknown,Juneau,.,045-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,90,6.42,unknown,Juneau,.,038-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,91,6.9425,unknown,Juneau,.,037-23
Anton,8/17/2023,2023,NA,Backbay Lam #2,pink salmon,93,7.0029,unknown,Juneau,.,035-23
Anton,8/18/2023,2023,NA,Backbay Lam #2,pink salmon,75,3.8146,unknown,Juneau,.,019-23
Anton,8/18/2023,2023,NA,Lam Point,pink salmon,79,4.668,unknown,Juneau,.,015-23
Anton,8/18/2023,2023,NA,Backbay Lam #2,pink salmon,82,4.836,unknown,unsure,.,021-23
Anton,8/18/2023,2023,NA,Lam Point,pink salmon,82,4.8383,unknown,Juneau,.,016-23
Anton,8/18/2023,2023,NA,Lam Point,pink salmon,82,5.5732,unknown,Juneau,.,014-23
Anton,8/18/2023,2023,NA,Backbay Lam #2,pink salmon,84,5.5506,unknown,Juneau,.,020-23
Anton,8/18/2023,2023,NA,Lam Point,pink salmon,85,5.681,unknown,Juneau,.,017-23
Cook,8/19/2023,2023,NA,Lam North,pink salmon,43,0.9563,unknown,Juneau,.,011-23
Cook,8/19/2023,2023,NA,Lam North,pink salmon,52,1.2823,unknown,Juneau,.,013-23
